Date,Client ID,Client Age,Client Gender,Service Type,Service Price CAD,Employee ID,Service Duration Minutes,Payment Method,Customer Booking Type,Customer Satisfaction Rating
9/12/2023,C250,44,Male,Pedicure,CAD 49.95,E11,95,Debit Card,Pre-booked,4
5/3/2023,C251,18,Female,Acrylic Nails,CAD 119.14,E12,88,Mobile Payment,Pre-booked,1
5/9/2023,C252,35,Female,Nail Art,CAD 148.27,E5,93,Mobile Payment,Pre-booked,2
5/24/2023,C253,58,Female,Pedicure,CAD 51.40,E5,52,Debit Card,Pre-booked,3
1/1/2023,C254,24,Female,Manicure,CAD 146.36,E13,72,Credit Card,Pre-booked,1
9/14/2023,C255,24,Female,Foot Massage,CAD 104.25,E2,118,Credit Card,Pre-booked,4
10/15/2023,C256,63,Female,Manicure,CAD 124.38,E10,115,Mobile Payment,Walk-in,4
1/27/2023,C257,30,Male,Pedicure,CAD 23.07,E10,89,Credit Card,Pre-booked,4
3/4/2023,C258,56,Female,Pedicure,CAD 118.76,E10,35,Debit Card,Walk-in,2
10/2/2023,C259,65,Male,Nail Art,CAD 116.66,E4,31,Credit Card,Pre-booked,2
7/6/2023,C260,43,Female,Manicure,CAD 81.27,E8,111,Mobile Payment,Walk-in,1
3/4/2023,C261,31,Male,Gel Nails,CAD 103.15,E1,79,Mobile Payment,Pre-booked,4
9/24/2023,C262,25,Female,Acrylic Nails,CAD 75.14,E1,98,Mobile Payment,Pre-booked,2
7/19/2023,C263,62,Male,Pedicure,CAD 137.11,E15,66,Credit Card,Walk-in,3
10/5/2023,C264,54,Female,Manicure,CAD 95.53,E11,72,Debit Card,Walk-in,2
11/27/2023,C265,19,Female,Gel Nails,CAD 94.03,E11,36,Credit Card,Pre-booked,1
5/14/2023,C266,27,Female,Manicure,CAD 84.16,E9,63,Debit Card,Pre-booked,2
10/2/2023,C267,57,Male,Pedicure,CAD 133.45,E2,97,Credit Card,Pre-booked,2
1/20/2023,C268,22,Female,Pedicure,CAD 54.49,E5,71,Mobile Payment,Pre-booked,2
12/31/2023,C269,59,Male,Acrylic Nails,CAD 65.57,E1,106,Cash,Walk-in,1
1/6/2023,C270,28,Male,Foot Massage,CAD 93.38,E1,94,Debit Card,Walk-in,5
12/10/2023,C271,60,Female,Manicure,CAD 129.16,E1,103,Credit Card,Pre-booked,1
1/13/2023,C272,56,Male,Foot Massage,CAD 20.31,E10,51,Debit Card,Pre-booked,2
1/28/2023,C273,37,Female,Acrylic Nails,CAD 129.21,E2,86,Cash,Pre-booked,4
3/28/2023,C274,60,Female,Manicure,CAD 129.13,E3,109,Debit Card,Walk-in,2
10/20/2023,C275,58,Male,Pedicure,CAD 89.72,E6,35,Mobile Payment,Pre-booked,4
10/4/2023,C276,20,Male,Manicure,CAD 47.38,E15,77,Cash,Pre-booked,4
1/4/2023,C277,26,Female,Gel Nails,CAD 97.25,E15,60,Cash,Pre-booked,4
9/27/2023,C278,43,Female,Foot Massage,CAD 40.49,E15,111,Mobile Payment,Walk-in,3
9/14/2023,C279,40,Female,Foot Massage,CAD 42.76,E9,69,Debit Card,Walk-in,2
9/24/2023,C280,64,Male,Nail Art,CAD 127.68,E6,92,Mobile Payment,Pre-booked,5
2/23/2023,C281,38,Male,Gel Nails,CAD 143.13,E12,90,Debit Card,Walk-in,3
6/16/2023,C282,27,Male,Manicure,CAD 127.18,E4,90,Mobile Payment,Walk-in,2
3/31/2023,C283,22,Male,Acrylic Nails,CAD 26.42,E9,118,Mobile Payment,Pre-booked,4
4/7/2023,C284,58,Male,Manicure,CAD 141.96,E6,47,Cash,Walk-in,2
1/12/2023,C285,62,Male,Manicure,CAD 120.12,E15,108,Debit Card,Pre-booked,3
7/11/2023,C286,26,Female,Nail Art,CAD 112.04,E3,54,Credit Card,Pre-booked,1
7/2/2023,C287,27,Female,Gel Nails,CAD 91.25,E15,99,Mobile Payment,Pre-booked,3
11/14/2023,C288,28,Male,Gel Nails,CAD 62.51,E13,63,Cash,Pre-booked,3
7/3/2023,C289,25,Female,Pedicure,CAD 99.21,E15,38,Mobile Payment,Pre-booked,5
7/5/2023,C290,25,Female,Pedicure,CAD 141.18,E13,31,Debit Card,Walk-in,3
12/6/2023,C291,20,Male,Foot Massage,CAD 97.52,E8,81,Mobile Payment,Pre-booked,4
6/13/2023,C292,56,Female,Gel Nails,CAD 39.65,E1,39,Cash,Walk-in,3
12/26/2023,C293,53,Male,Gel Nails,CAD 69.23,E1,106,Cash,Pre-booked,4
6/4/2023,C294,31,Female,Gel Nails,CAD 134.12,E1,112,Cash,Walk-in,1
5/30/2023,C295,22,Male,Gel Nails,CAD 65.13,E2,47,Cash,Walk-in,2
5/7/2023,C296,49,Male,Foot Massage,CAD 110.71,E13,113,Debit Card,Pre-booked,3
1/3/2023,C297,59,Male,Nail Art,CAD 32.59,E8,103,Debit Card,Walk-in,2
6/10/2023,C298,53,Female,Manicure,CAD 115.48,E9,89,Cash,Walk-in,4
9/14/2023,C299,64,Male,Pedicure,CAD 43.17,E15,47,Debit Card,Walk-in,2
12/12/2023,C300,20,Male,Nail Art,CAD 144.70,E7,89,Credit Card,Walk-in,3
7/2/2023,C301,23,Female,Foot Massage,CAD 54.44,E5,90,Cash,Pre-booked,1
10/22/2023,C302,28,Female,Pedicure,CAD 35.54,E15,85,Cash,Pre-booked,4
6/6/2023,C303,33,Female,Nail Art,CAD 118.29,E15,33,Mobile Payment,Pre-booked,4
7/22/2023,C304,32,Female,Nail Art,CAD 143.11,E6,104,Cash,Walk-in,3
8/23/2023,C305,35,Male,Foot Massage,CAD 47.06,E1,78,Credit Card,Pre-booked,2
2/11/2023,C306,31,Male,Gel Nails,CAD 55.25,E10,36,Credit Card,Walk-in,4
4/6/2023,C307,58,Female,Pedicure,CAD 39.94,E11,94,Cash,Walk-in,3
9/7/2023,C308,52,Female,Nail Art,CAD 28.21,E2,48,Debit Card,Pre-booked,1
9/3/2023,C309,22,Male,Nail Art,CAD 27.42,E1,101,Cash,Pre-booked,3
12/24/2023,C310,60,Male,Nail Art,CAD 111.02,E3,64,Mobile Payment,Pre-booked,4
11/2/2023,C311,62,Male,Pedicure,CAD 110.59,E6,94,Mobile Payment,Walk-in,1
6/9/2023,C312,20,Male,Acrylic Nails,CAD 74.42,E6,104,Debit Card,Walk-in,3
7/12/2023,C313,29,Male,Gel Nails,CAD 40.78,E13,58,Debit Card,Walk-in,3
3/23/2023,C314,28,Male,Nail Art,CAD 23.84,E11,48,Debit Card,Pre-booked,4
6/28/2023,C315,47,Female,Nail Art,CAD 122.56,E5,52,Credit Card,Pre-booked,5
6/30/2023,C316,62,Male,Manicure,CAD 118.36,E10,56,Mobile Payment,Pre-booked,1
6/17/2023,C317,38,Male,Pedicure,CAD 99.96,E7,47,Mobile Payment,Walk-in,5
12/31/2023,C318,54,Male,Nail Art,CAD 38.27,E15,100,Credit Card,Walk-in,4
8/13/2023,C319,56,Male,Acrylic Nails,CAD 27.68,E15,33,Debit Card,Pre-booked,1
2/4/2023,C320,19,Female,Acrylic Nails,CAD 34.33,E6,48,Credit Card,Pre-booked,5
11/9/2023,C321,43,Female,Gel Nails,CAD 74.32,E15,88,Credit Card,Walk-in,1
7/20/2023,C322,23,Female,Gel Nails,CAD 74.10,E13,113,Cash,Pre-booked,3
2/20/2023,C323,58,Male,Gel Nails,CAD 34.59,E15,99,Mobile Payment,Pre-booked,4
1/23/2023,C324,53,Female,Nail Art,CAD 25.73,E5,79,Cash,Pre-booked,5
11/24/2023,C325,21,Male,Nail Art,CAD 146.85,E1,99,Debit Card,Pre-booked,1
5/11/2023,C326,19,Male,Manicure,CAD 96.76,E6,34,Cash,Pre-booked,3
10/24/2023,C327,37,Female,Nail Art,CAD 93.70,E15,77,Mobile Payment,Pre-booked,5
7/24/2023,C328,59,Female,Acrylic Nails,CAD 73.29,E10,34,Credit Card,Pre-booked,2
6/15/2023,C329,61,Male,Gel Nails,CAD 85.17,E4,63,Cash,Walk-in,2
12/3/2023,C330,32,Female,Gel Nails,CAD 24.53,E6,101,Debit Card,Pre-booked,2
10/24/2023,C331,37,Female,Pedicure,CAD 144.87,E8,62,Mobile Payment,Pre-booked,4
5/21/2023,C332,64,Male,Acrylic Nails,CAD 91.64,E15,33,Credit Card,Walk-in,1
3/9/2023,C333,64,Female,Foot Massage,CAD 147.17,E9,30,Credit Card,Walk-in,1
7/28/2023,C334,30,Male,Nail Art,CAD 76.60,E11,51,Mobile Payment,Walk-in,5
7/19/2023,C335,39,Female,Nail Art,CAD 125.59,E3,47,Cash,Walk-in,5
8/29/2023,C336,20,Male,Manicure,CAD 126.03,E12,65,Cash,Walk-in,4
10/26/2023,C337,23,Male,Nail Art,CAD 55.81,E3,62,Mobile Payment,Walk-in,4
2/14/2023,C338,57,Male,Pedicure,CAD 55.98,E3,59,Credit Card,Walk-in,5
3/12/2023,C339,46,Male,Foot Massage,CAD 96.57,E10,72,Cash,Walk-in,2
2/12/2023,C340,33,Female,Nail Art,CAD 104.58,E3,70,Mobile Payment,Walk-in,1
11/7/2023,C341,41,Male,Pedicure,CAD 59.49,E11,82,Cash,Walk-in,4
7/22/2023,C342,42,Female,Manicure,CAD 140.80,E14,39,Mobile Payment,Pre-booked,4
2/16/2023,C343,28,Female,Manicure,CAD 49.08,E4,85,Credit Card,Pre-booked,2
7/17/2023,C344,31,Female,Acrylic Nails,CAD 29.85,E4,104,Credit Card,Pre-booked,2
3/3/2023,C345,42,Female,Gel Nails,CAD 89.77,E2,32,Credit Card,Walk-in,2
7/30/2023,C346,24,Male,Pedicure,CAD 54.60,E8,119,Cash,Pre-booked,2
6/4/2023,C347,24,Female,Gel Nails,CAD 55.25,E6,43,Mobile Payment,Pre-booked,1
4/19/2023,C348,60,Male,Gel Nails,CAD 101.14,E9,56,Debit Card,Pre-booked,1
4/29/2023,C349,50,Male,Gel Nails,CAD 25.94,E7,79,Credit Card,Pre-booked,3
12/8/2023,C350,65,Male,Pedicure,CAD 53.37,E15,43,Credit Card,Pre-booked,2
2/10/2023,C351,31,Male,Pedicure,CAD 52.89,E15,45,Cash,Walk-in,4
10/27/2023,C352,65,Male,Foot Massage,CAD 126.19,E1,116,Credit Card,Pre-booked,5
1/15/2023,C353,34,Male,Foot Massage,CAD 39.12,E15,118,Cash,Pre-booked,4
4/16/2023,C354,23,Male,Acrylic Nails,CAD 82.08,E8,82,Credit Card,Walk-in,5
3/22/2023,C355,41,Female,Acrylic Nails,CAD 45.48,E11,95,Mobile Payment,Walk-in,2
5/27/2023,C356,65,Male,Acrylic Nails,CAD 78.24,E10,99,Credit Card,Walk-in,5
12/12/2023,C357,18,Female,Gel Nails,CAD 25.17,E11,64,Cash,Walk-in,3
8/10/2023,C358,58,Female,Foot Massage,CAD 108.31,E14,48,Cash,Pre-booked,1
2/4/2023,C359,26,Female,Gel Nails,CAD 56.32,E8,93,Credit Card,Pre-booked,2
4/21/2023,C360,40,Female,Acrylic Nails,CAD 43.39,E3,49,Cash,Pre-booked,1
11/17/2023,C361,63,Female,Nail Art,CAD 75.76,E8,101,Credit Card,Pre-booked,4
7/6/2023,C362,38,Male,Manicure,CAD 91.85,E8,53,Debit Card,Pre-booked,3
11/26/2023,C363,41,Male,Gel Nails,CAD 132.24,E7,70,Mobile Payment,Pre-booked,5
7/29/2023,C364,46,Male,Pedicure,CAD 45.63,E14,63,Cash,Walk-in,4
6/13/2023,C365,40,Female,Acrylic Nails,CAD 77.63,E2,52,Credit Card,Walk-in,3
2/15/2023,C366,54,Female,Foot Massage,CAD 96.95,E11,84,Mobile Payment,Walk-in,5
4/29/2023,C367,24,Female,Nail Art,CAD 104.64,E10,104,Cash,Walk-in,3
9/27/2023,C368,53,Male,Manicure,CAD 95.78,E4,116,Credit Card,Walk-in,2
7/3/2023,C369,64,Female,Acrylic Nails,CAD 82.71,E3,46,Credit Card,Pre-booked,3
6/25/2023,C370,59,Female,Foot Massage,CAD 81.99,E12,106,Cash,Walk-in,3
11/16/2023,C371,21,Male,Foot Massage,CAD 140.74,E3,50,Debit Card,Pre-booked,2
4/20/2023,C372,31,Female,Acrylic Nails,CAD 36.98,E12,62,Mobile Payment,Walk-in,1
8/1/2023,C373,33,Female,Gel Nails,CAD 138.93,E15,105,Cash,Pre-booked,1
7/8/2023,C374,29,Male,Gel Nails,CAD 135.45,E8,68,Credit Card,Walk-in,4
6/12/2023,C375,29,Male,Manicure,CAD 125.22,E9,75,Debit Card,Pre-booked,4
2/18/2023,C376,23,Female,Gel Nails,CAD 85.74,E7,54,Credit Card,Walk-in,4
9/2/2023,C377,26,Female,Foot Massage,CAD 59.53,E12,109,Cash,Pre-booked,2
12/19/2023,C378,51,Male,Pedicure,CAD 86.85,E13,52,Debit Card,Pre-booked,5
8/12/2023,C379,45,Female,Manicure,CAD 91.68,E13,64,Debit Card,Walk-in,4
4/22/2023,C380,19,Male,Acrylic Nails,CAD 118.28,E7,38,Cash,Walk-in,1
8/2/2023,C381,48,Female,Nail Art,CAD 141.77,E14,75,Mobile Payment,Walk-in,1
6/9/2023,C382,36,Male,Acrylic Nails,CAD 80.15,E2,76,Mobile Payment,Pre-booked,1
12/25/2023,C383,61,Male,Manicure,CAD 147.14,E1,82,Debit Card,Pre-booked,2
1/1/2023,C384,36,Female,Foot Massage,CAD 35.78,E2,108,Cash,Pre-booked,2
8/1/2023,C385,46,Male,Manicure,CAD 50.18,E5,119,Mobile Payment,Walk-in,3
8/18/2023,C386,58,Male,Gel Nails,CAD 108.02,E6,118,Credit Card,Pre-booked,5
11/17/2023,C387,59,Female,Acrylic Nails,CAD 47.07,E15,51,Cash,Walk-in,2
1/25/2023,C388,50,Male,Pedicure,CAD 24.96,E14,53,Cash,Walk-in,5
12/19/2023,C389,63,Male,Foot Massage,CAD 61.66,E6,66,Credit Card,Pre-booked,4
12/31/2023,C390,65,Male,Acrylic Nails,CAD 37.71,E11,46,Mobile Payment,Pre-booked,1
5/12/2023,C391,45,Female,Manicure,CAD 35.29,E12,85,Mobile Payment,Walk-in,3
8/12/2023,C392,30,Female,Gel Nails,CAD 87.61,E6,67,Cash,Walk-in,5
8/6/2023,C393,57,Female,Manicure,CAD 64.01,E14,66,Cash,Walk-in,1
6/14/2023,C394,28,Female,Foot Massage,CAD 83.34,E3,35,Cash,Walk-in,2
8/29/2023,C395,36,Female,Gel Nails,CAD 63.35,E3,72,Debit Card,Walk-in,1
9/15/2023,C396,39,Female,Gel Nails,CAD 137.33,E12,71,Credit Card,Walk-in,5
12/15/2023,C397,58,Male,Acrylic Nails,CAD 50.73,E3,38,Debit Card,Walk-in,1
7/31/2023,C398,46,Female,Manicure,CAD 134.06,E3,81,Cash,Walk-in,5
11/7/2023,C399,64,Female,Acrylic Nails,CAD 44.78,E2,87,Debit Card,Walk-in,2
8/13/2023,C400,31,Male,Gel Nails,CAD 89.86,E2,90,Cash,Pre-booked,2
8/16/2023,C401,51,Male,Foot Massage,CAD 76.39,E7,90,Credit Card,Pre-booked,2
9/8/2023,C402,65,Male,Gel Nails,CAD 102.03,E3,42,Credit Card,Pre-booked,2
1/5/2023,C403,37,Female,Foot Massage,CAD 54.36,E9,73,Credit Card,Pre-booked,4
11/18/2023,C404,65,Male,Pedicure,CAD 126.70,E14,82,Credit Card,Walk-in,4
2/14/2023,C405,23,Female,Manicure,CAD 98.98,E13,60,Mobile Payment,Walk-in,4
10/10/2023,C406,40,Male,Pedicure,CAD 95.04,E3,98,Debit Card,Pre-booked,5
9/17/2023,C407,62,Female,Manicure,CAD 76.34,E8,57,Credit Card,Walk-in,1
2/26/2023,C408,32,Male,Gel Nails,CAD 139.66,E7,39,Mobile Payment,Walk-in,3
4/12/2023,C409,20,Female,Acrylic Nails,CAD 141.14,E2,83,Mobile Payment,Pre-booked,5
7/9/2023,C410,34,Male,Pedicure,CAD 128.56,E7,59,Cash,Walk-in,5
12/7/2023,C411,44,Male,Pedicure,CAD 122.14,E3,75,Mobile Payment,Walk-in,2
12/16/2023,C412,40,Female,Nail Art,CAD 96.97,E10,33,Credit Card,Pre-booked,3
3/9/2023,C413,43,Female,Nail Art,CAD 131.80,E3,35,Cash,Walk-in,5
9/19/2023,C414,57,Female,Acrylic Nails,CAD 139.60,E11,57,Cash,Walk-in,2
9/23/2023,C415,45,Male,Pedicure,CAD 131.75,E15,112,Credit Card,Pre-booked,2
4/23/2023,C416,23,Female,Gel Nails,CAD 138.12,E10,45,Debit Card,Walk-in,2
9/26/2023,C417,25,Female,Manicure,CAD 22.25,E2,88,Credit Card,Pre-booked,3
12/6/2023,C418,43,Female,Nail Art,CAD 134.38,E2,119,Cash,Walk-in,2
2/19/2023,C419,60,Female,Acrylic Nails,CAD 59.03,E10,102,Mobile Payment,Walk-in,2
3/16/2023,C420,41,Female,Manicure,CAD 23.66,E11,65,Debit Card,Pre-booked,5
10/25/2023,C421,18,Female,Pedicure,CAD 75.15,E9,115,Credit Card,Walk-in,3
10/14/2023,C422,64,Male,Gel Nails,CAD 70.41,E8,84,Debit Card,Pre-booked,5
7/11/2023,C423,49,Female,Pedicure,CAD 36.33,E3,78,Mobile Payment,Walk-in,5
7/2/2023,C424,20,Male,Gel Nails,CAD 67.16,E8,115,Credit Card,Pre-booked,2
6/12/2023,C425,58,Female,Pedicure,CAD 142.24,E9,56,Debit Card,Walk-in,3
9/9/2023,C426,34,Female,Pedicure,CAD 44.57,E3,95,Credit Card,Walk-in,5
10/12/2023,C427,24,Female,Gel Nails,CAD 80.99,E3,103,Cash,Pre-booked,4
4/9/2023,C428,25,Male,Foot Massage,CAD 90.05,E2,104,Debit Card,Pre-booked,5
5/8/2023,C429,61,Female,Gel Nails,CAD 85.92,E5,71,Mobile Payment,Pre-booked,2
4/2/2023,C430,51,Female,Gel Nails,CAD 120.57,E10,105,Debit Card,Walk-in,4
5/3/2023,C431,43,Female,Foot Massage,CAD 55.63,E12,104,Mobile Payment,Pre-booked,4
3/31/2023,C432,36,Male,Manicure,CAD 78.78,E14,118,Credit Card,Pre-booked,5
12/3/2023,C433,30,Male,Acrylic Nails,CAD 42.78,E6,101,Cash,Pre-booked,1
3/5/2023,C434,40,Male,Nail Art,CAD 129.06,E11,43,Cash,Pre-booked,1
6/25/2023,C435,57,Male,Acrylic Nails,CAD 102.97,E3,66,Debit Card,Pre-booked,2
11/27/2023,C436,43,Female,Foot Massage,CAD 22.54,E9,83,Debit Card,Pre-booked,4
2/6/2023,C437,42,Female,Manicure,CAD 51.19,E1,105,Debit Card,Pre-booked,4
12/26/2023,C438,47,Female,Foot Massage,CAD 102.25,E1,98,Debit Card,Walk-in,1
4/17/2023,C439,44,Male,Manicure,CAD 75.76,E12,73,Mobile Payment,Walk-in,5
1/1/2023,C440,59,Male,Nail Art,CAD 122.56,E11,55,Credit Card,Walk-in,1
3/15/2023,C441,49,Male,Pedicure,CAD 87.42,E3,62,Mobile Payment,Pre-booked,5
7/18/2023,C442,54,Male,Foot Massage,CAD 22.55,E1,108,Debit Card,Pre-booked,4
2/11/2023,C443,32,Male,Foot Massage,CAD 121.17,E13,73,Debit Card,Pre-booked,4
11/10/2023,C444,24,Female,Pedicure,CAD 134.63,E4,55,Debit Card,Walk-in,4
1/31/2023,C445,42,Male,Manicure,CAD 97.82,E2,32,Mobile Payment,Walk-in,5
8/22/2023,C446,65,Male,Pedicure,CAD 97.37,E3,47,Cash,Walk-in,4
6/24/2023,C447,20,Male,Gel Nails,CAD 111.32,E8,105,Cash,Walk-in,5
8/14/2023,C448,48,Female,Acrylic Nails,CAD 118.08,E3,97,Cash,Walk-in,2
12/5/2023,C449,39,Male,Foot Massage,CAD 42.18,E10,77,Mobile Payment,Pre-booked,1
8/2/2023,C450,28,Female,Gel Nails,CAD 84.37,E15,51,Cash,Pre-booked,2
2/24/2023,C451,48,Female,Manicure,CAD 55.04,E12,89,Credit Card,Walk-in,2
12/30/2023,C452,31,Female,Acrylic Nails,CAD 57.35,E15,84,Debit Card,Walk-in,3
1/30/2023,C453,20,Female,Nail Art,CAD 22.69,E4,79,Credit Card,Walk-in,2
8/12/2023,C454,33,Male,Manicure,CAD 27.28,E13,34,Credit Card,Pre-booked,3
3/24/2023,C455,37,Female,Foot Massage,CAD 123.30,E4,76,Debit Card,Walk-in,2
5/5/2023,C456,35,Male,Manicure,CAD 112.50,E6,61,Cash,Walk-in,5
12/31/2023,C457,56,Male,Gel Nails,CAD 122.28,E15,93,Mobile Payment,Walk-in,4
2/4/2023,C458,20,Female,Foot Massage,CAD 116.69,E1,50,Mobile Payment,Walk-in,3
12/14/2023,C459,19,Female,Manicure,CAD 82.95,E9,113,Mobile Payment,Pre-booked,1
5/30/2023,C460,26,Female,Acrylic Nails,CAD 134.27,E1,112,Credit Card,Pre-booked,2
2/6/2023,C461,38,Female,Nail Art,CAD 52.00,E6,94,Mobile Payment,Walk-in,1
6/15/2023,C462,44,Male,Nail Art,CAD 25.03,E1,62,Mobile Payment,Pre-booked,3
7/1/2023,C463,47,Male,Nail Art,CAD 110.39,E2,100,Credit Card,Walk-in,3
5/11/2023,C464,24,Male,Pedicure,CAD 105.88,E5,44,Cash,Pre-booked,4
12/22/2023,C465,49,Female,Acrylic Nails,CAD 124.61,E14,101,Debit Card,Walk-in,1
7/26/2023,C466,42,Female,Pedicure,CAD 108.41,E8,87,Mobile Payment,Pre-booked,2
5/16/2023,C467,50,Male,Pedicure,CAD 96.66,E2,45,Cash,Walk-in,2
11/1/2023,C468,28,Male,Acrylic Nails,CAD 120.30,E4,119,Mobile Payment,Pre-booked,4
8/4/2023,C469,61,Male,Gel Nails,CAD 108.50,E5,109,Cash,Walk-in,2
7/20/2023,C470,29,Male,Foot Massage,CAD 82.53,E7,42,Debit Card,Pre-booked,2
9/28/2023,C471,54,Female,Gel Nails,CAD 131.41,E14,53,Mobile Payment,Walk-in,1
4/13/2023,C472,48,Female,Foot Massage,CAD 115.41,E4,109,Debit Card,Walk-in,1
2/12/2023,C473,50,Male,Gel Nails,CAD 35.45,E7,98,Cash,Walk-in,3
10/31/2023,C474,22,Male,Foot Massage,CAD 39.35,E5,54,Debit Card,Pre-booked,1
3/10/2023,C475,43,Female,Pedicure,CAD 140.84,E5,87,Cash,Walk-in,2
6/2/2023,C476,45,Female,Gel Nails,CAD 21.35,E9,106,Cash,Pre-booked,3
5/17/2023,C477,19,Female,Nail Art,CAD 66.92,E8,47,Credit Card,Walk-in,2
12/22/2023,C478,40,Female,Nail Art,CAD 54.57,E3,48,Debit Card,Pre-booked,3
11/6/2023,C479,50,Male,Acrylic Nails,CAD 44.79,E15,45,Debit Card,Walk-in,2
2/10/2023,C480,53,Female,Gel Nails,CAD 70.01,E6,109,Debit Card,Walk-in,5
3/15/2023,C481,56,Female,Nail Art,CAD 37.49,E7,73,Debit Card,Pre-booked,2
7/6/2023,C482,64,Male,Acrylic Nails,CAD 27.60,E5,115,Debit Card,Walk-in,4
10/11/2023,C483,27,Female,Foot Massage,CAD 58.85,E12,104,Cash,Pre-booked,1
7/27/2023,C484,65,Female,Foot Massage,CAD 48.68,E13,36,Credit Card,Walk-in,3
3/15/2023,C485,28,Female,Foot Massage,CAD 112.55,E10,74,Cash,Walk-in,5
11/2/2023,C486,64,Male,Pedicure,CAD 127.47,E9,107,Cash,Walk-in,5
3/6/2023,C487,29,Female,Manicure,CAD 42.36,E3,85,Cash,Walk-in,3
6/1/2023,C488,51,Female,Gel Nails,CAD 101.12,E4,65,Mobile Payment,Walk-in,2
10/27/2023,C489,52,Female,Acrylic Nails,CAD 103.78,E13,75,Mobile Payment,Pre-booked,2
12/4/2023,C490,65,Male,Foot Massage,CAD 84.48,E1,57,Credit Card,Walk-in,3
8/31/2023,C491,45,Female,Manicure,CAD 96.62,E12,49,Credit Card,Walk-in,1
12/20/2023,C492,57,Female,Pedicure,CAD 144.73,E3,73,Mobile Payment,Walk-in,1
2/19/2023,C493,34,Female,Foot Massage,CAD 127.55,E10,87,Cash,Pre-booked,4
9/13/2023,C494,34,Male,Gel Nails,CAD 43.75,E14,98,Credit Card,Pre-booked,3
9/27/2023,C495,65,Male,Pedicure,CAD 116.51,E14,77,Debit Card,Pre-booked,3
9/5/2023,C496,28,Female,Gel Nails,CAD 144.48,E15,107,Mobile Payment,Walk-in,2
10/16/2023,C497,25,Male,Nail Art,CAD 53.49,E14,81,Debit Card,Pre-booked,4
1/8/2023,C498,22,Female,Foot Massage,CAD 115.25,E15,93,Debit Card,Walk-in,5
1/14/2023,C499,64,Male,Pedicure,CAD 96.86,E12,115,Debit Card,Walk-in,5
11/7/2023,C500,43,Female,Acrylic Nails,CAD 93.82,E9,89,Mobile Payment,Walk-in,4
