Date,Client ID,Client Age,Client Gender,Service Type,Service Price CAD,Employee ID,Service Duration Minutes,Payment Method,Customer Booking Type,Customer Satisfaction Rating
11/24/2023,C751,50,Male,Acrylic Nails,CAD 27.15,E12,108,Credit Card,Pre-booked,3
1/14/2023,C752,55,Male,Foot Massage,CAD 43.09,E15,64,Cash,Pre-booked,2
7/19/2023,C753,51,Male,Pedicure,CAD 49.46,E4,117,Mobile Payment,Walk-in,3
1/24/2023,C754,63,Female,Acrylic Nails,CAD 50.50,E8,116,Debit Card,Pre-booked,5
12/30/2023,C755,27,Female,Gel Nails,CAD 118.75,E4,91,Mobile Payment,Pre-booked,2
6/11/2023,C756,45,Female,Manicure,CAD 134.34,E10,68,Credit Card,Walk-in,3
6/18/2023,C757,65,Female,Nail Art,CAD 128.20,E5,89,Cash,Walk-in,4
6/25/2023,C758,44,Female,Pedicure,CAD 131.82,E8,36,Mobile Payment,Walk-in,3
5/8/2023,C759,32,Female,Foot Massage,CAD 66.92,E9,99,Credit Card,Pre-booked,5
10/5/2023,C760,18,Female,Pedicure,CAD 32.37,E14,32,Debit Card,Walk-in,2
11/3/2023,C761,59,Female,Nail Art,CAD 121.07,E1,56,Cash,Pre-booked,5
7/28/2023,C762,26,Female,Acrylic Nails,CAD 122.75,E10,96,Cash,Pre-booked,1
2/4/2023,C763,24,Female,Nail Art,CAD 35.66,E12,63,Mobile Payment,Pre-booked,1
1/24/2023,C764,40,Female,Pedicure,CAD 116.86,E8,117,Debit Card,Pre-booked,3
9/4/2023,C765,60,Male,Acrylic Nails,CAD 47.10,E2,109,Mobile Payment,Walk-in,2
6/9/2023,C766,45,Male,Nail Art,CAD 69.45,E8,45,Debit Card,Pre-booked,5
10/6/2023,C767,54,Female,Pedicure,CAD 127.78,E12,93,Cash,Walk-in,2
6/16/2023,C768,41,Female,Gel Nails,CAD 69.37,E3,46,Debit Card,Walk-in,4
10/7/2023,C769,60,Female,Gel Nails,CAD 115.99,E8,85,Credit Card,Walk-in,3
7/27/2023,C770,58,Female,Manicure,CAD 135.25,E6,82,Mobile Payment,Walk-in,1
3/1/2023,C771,32,Male,Nail Art,CAD 23.67,E12,95,Credit Card,Walk-in,1
1/3/2023,C772,53,Male,Acrylic Nails,CAD 87.54,E14,36,Credit Card,Walk-in,5
4/12/2023,C773,56,Female,Nail Art,CAD 73.58,E2,85,Mobile Payment,Walk-in,3
6/26/2023,C774,27,Male,Foot Massage,CAD 141.90,E5,96,Debit Card,Pre-booked,2
4/27/2023,C775,30,Male,Foot Massage,CAD 66.62,E9,64,Debit Card,Pre-booked,1
9/5/2023,C776,65,Male,Manicure,CAD 23.93,E11,39,Debit Card,Pre-booked,1
2/18/2023,C777,47,Male,Nail Art,CAD 36.65,E13,78,Debit Card,Pre-booked,2
8/29/2023,C778,24,Male,Pedicure,CAD 146.38,E10,74,Mobile Payment,Pre-booked,3
6/16/2023,C779,50,Female,Gel Nails,CAD 143.37,E6,103,Cash,Pre-booked,3
7/1/2023,C780,57,Female,Pedicure,CAD 28.32,E14,114,Mobile Payment,Pre-booked,4
11/8/2023,C781,26,Female,Nail Art,CAD 95.58,E1,118,Mobile Payment,Walk-in,3
9/11/2023,C782,40,Female,Acrylic Nails,CAD 40.86,E7,96,Debit Card,Walk-in,2
1/20/2023,C783,57,Female,Nail Art,CAD 78.28,E2,101,Mobile Payment,Walk-in,5
3/30/2023,C784,32,Female,Acrylic Nails,CAD 36.54,E12,67,Mobile Payment,Pre-booked,3
1/1/2023,C785,60,Male,Gel Nails,CAD 136.14,E3,86,Mobile Payment,Walk-in,2
3/19/2023,C786,22,Female,Gel Nails,CAD 74.66,E14,73,Debit Card,Pre-booked,3
9/16/2023,C787,64,Male,Acrylic Nails,CAD 137.21,E3,61,Credit Card,Walk-in,1
3/6/2023,C788,25,Female,Foot Massage,CAD 102.60,E4,110,Mobile Payment,Pre-booked,5
12/6/2023,C789,30,Female,Manicure,CAD 35.03,E3,56,Credit Card,Pre-booked,4
9/17/2023,C790,20,Male,Manicure,CAD 41.96,E10,40,Cash,Walk-in,3
2/24/2023,C791,48,Male,Pedicure,CAD 73.96,E13,48,Debit Card,Pre-booked,2
7/18/2023,C792,31,Male,Gel Nails,CAD 95.07,E15,80,Debit Card,Walk-in,3
3/3/2023,C793,27,Female,Foot Massage,CAD 80.47,E11,88,Mobile Payment,Walk-in,4
11/1/2023,C794,30,Male,Gel Nails,CAD 95.91,E9,91,Debit Card,Pre-booked,5
11/23/2023,C795,30,Male,Acrylic Nails,CAD 140.81,E5,96,Debit Card,Pre-booked,3
2/28/2023,C796,49,Female,Foot Massage,CAD 140.19,E8,48,Debit Card,Walk-in,2
3/16/2023,C797,47,Female,Acrylic Nails,CAD 148.39,E2,43,Debit Card,Pre-booked,3
3/26/2023,C798,61,Female,Nail Art,CAD 77.69,E2,76,Cash,Pre-booked,5
5/11/2023,C799,51,Female,Gel Nails,CAD 50.44,E1,60,Cash,Pre-booked,4
3/1/2023,C800,62,Male,Pedicure,CAD 73.56,E2,81,Cash,Pre-booked,1
3/22/2023,C801,64,Female,Pedicure,CAD 28.59,E4,55,Debit Card,Pre-booked,2
1/31/2023,C802,38,Female,Pedicure,CAD 97.04,E10,42,Mobile Payment,Walk-in,3
6/7/2023,C803,36,Male,Acrylic Nails,CAD 111.74,E9,102,Debit Card,Pre-booked,4
12/15/2023,C804,37,Male,Gel Nails,CAD 38.53,E5,95,Mobile Payment,Pre-booked,2
11/1/2023,C805,55,Male,Manicure,CAD 142.19,E1,42,Mobile Payment,Pre-booked,2
5/31/2023,C806,46,Female,Pedicure,CAD 88.43,E10,77,Credit Card,Walk-in,3
12/13/2023,C807,58,Female,Manicure,CAD 63.33,E15,47,Cash,Walk-in,1
8/23/2023,C808,21,Female,Acrylic Nails,CAD 40.47,E13,79,Debit Card,Pre-booked,5
1/19/2023,C809,40,Male,Nail Art,CAD 29.29,E7,40,Credit Card,Walk-in,5
7/31/2023,C810,36,Male,Pedicure,CAD 136.06,E10,62,Cash,Pre-booked,5
2/11/2023,C811,50,Male,Nail Art,CAD 108.41,E13,58,Credit Card,Pre-booked,4
2/6/2023,C812,55,Male,Nail Art,CAD 146.73,E13,38,Debit Card,Walk-in,5
3/22/2023,C813,54,Male,Pedicure,CAD 93.47,E14,48,Debit Card,Pre-booked,3
9/30/2023,C814,31,Male,Manicure,CAD 50.01,E2,98,Credit Card,Pre-booked,4
12/13/2023,C815,41,Female,Foot Massage,CAD 61.88,E14,44,Debit Card,Walk-in,2
11/26/2023,C816,64,Male,Pedicure,CAD 141.16,E14,93,Credit Card,Pre-booked,5
10/24/2023,C817,32,Male,Pedicure,CAD 136.09,E6,110,Mobile Payment,Pre-booked,4
7/29/2023,C818,33,Male,Foot Massage,CAD 133.18,E6,99,Credit Card,Pre-booked,1
9/16/2023,C819,44,Female,Acrylic Nails,CAD 110.33,E15,40,Mobile Payment,Pre-booked,2
12/19/2023,C820,21,Female,Manicure,CAD 42.03,E3,46,Cash,Walk-in,1
8/8/2023,C821,23,Male,Foot Massage,CAD 129.78,E4,106,Mobile Payment,Pre-booked,2
10/7/2023,C822,55,Female,Foot Massage,CAD 64.00,E6,109,Debit Card,Pre-booked,3
12/17/2023,C823,59,Female,Manicure,CAD 138.80,E10,38,Mobile Payment,Pre-booked,1
11/8/2023,C824,25,Male,Acrylic Nails,CAD 90.70,E4,46,Debit Card,Walk-in,2
8/5/2023,C825,43,Female,Acrylic Nails,CAD 59.63,E6,32,Mobile Payment,Walk-in,2
2/16/2023,C826,23,Male,Gel Nails,CAD 148.00,E11,98,Cash,Pre-booked,3
2/26/2023,C827,42,Female,Pedicure,CAD 45.37,E5,93,Debit Card,Walk-in,4
8/23/2023,C828,46,Male,Acrylic Nails,CAD 101.43,E7,35,Debit Card,Walk-in,2
8/22/2023,C829,63,Male,Pedicure,CAD 35.74,E3,46,Mobile Payment,Walk-in,3
9/10/2023,C830,50,Male,Nail Art,CAD 90.86,E1,66,Mobile Payment,Walk-in,5
6/17/2023,C831,48,Female,Pedicure,CAD 146.07,E1,95,Mobile Payment,Walk-in,4
12/10/2023,C832,40,Female,Pedicure,CAD 67.23,E11,89,Mobile Payment,Walk-in,5
5/10/2023,C833,59,Female,Acrylic Nails,CAD 78.56,E15,74,Credit Card,Walk-in,4
6/19/2023,C834,26,Female,Gel Nails,CAD 47.36,E4,58,Mobile Payment,Walk-in,3
1/15/2023,C835,22,Male,Nail Art,CAD 84.73,E1,38,Mobile Payment,Walk-in,2
3/22/2023,C836,46,Male,Foot Massage,CAD 51.79,E10,80,Cash,Pre-booked,4
7/30/2023,C837,58,Male,Manicure,CAD 92.28,E10,108,Credit Card,Walk-in,3
1/16/2023,C838,64,Male,Foot Massage,CAD 69.91,E6,119,Credit Card,Pre-booked,2
10/3/2023,C839,31,Female,Manicure,CAD 45.06,E11,70,Debit Card,Walk-in,1
2/15/2023,C840,29,Female,Nail Art,CAD 135.15,E2,70,Debit Card,Pre-booked,2
4/22/2023,C841,54,Female,Manicure,CAD 39.85,E2,82,Mobile Payment,Pre-booked,2
1/31/2023,C842,60,Female,Foot Massage,CAD 52.43,E2,47,Cash,Walk-in,1
2/11/2023,C843,39,Female,Pedicure,CAD 104.51,E5,64,Credit Card,Walk-in,1
8/30/2023,C844,45,Female,Gel Nails,CAD 149.23,E10,58,Debit Card,Walk-in,2
4/21/2023,C845,51,Male,Foot Massage,CAD 79.72,E9,56,Credit Card,Walk-in,4
12/10/2023,C846,56,Male,Gel Nails,CAD 58.43,E10,40,Credit Card,Walk-in,2
8/23/2023,C847,58,Female,Gel Nails,CAD 28.09,E2,59,Debit Card,Pre-booked,3
6/3/2023,C848,53,Male,Gel Nails,CAD 45.58,E9,119,Mobile Payment,Pre-booked,2
8/14/2023,C849,47,Male,Foot Massage,CAD 58.83,E12,87,Credit Card,Pre-booked,2
5/25/2023,C850,35,Male,Manicure,CAD 65.74,E3,53,Debit Card,Pre-booked,3
6/18/2023,C851,34,Male,Manicure,CAD 145.27,E6,66,Mobile Payment,Walk-in,3
2/4/2023,C852,62,Female,Acrylic Nails,CAD 21.22,E11,46,Mobile Payment,Pre-booked,4
12/19/2023,C853,64,Female,Pedicure,CAD 123.44,E5,39,Credit Card,Walk-in,2
11/7/2023,C854,26,Male,Manicure,CAD 23.62,E14,114,Cash,Walk-in,3
8/6/2023,C855,46,Female,Acrylic Nails,CAD 53.48,E2,113,Credit Card,Walk-in,5
10/27/2023,C856,55,Female,Manicure,CAD 81.00,E14,38,Mobile Payment,Pre-booked,4
8/2/2023,C857,63,Female,Gel Nails,CAD 125.75,E2,70,Credit Card,Pre-booked,5
8/23/2023,C858,65,Female,Nail Art,CAD 102.57,E10,96,Credit Card,Pre-booked,3
12/13/2023,C859,28,Male,Pedicure,CAD 74.02,E4,50,Credit Card,Pre-booked,1
1/13/2023,C860,44,Female,Acrylic Nails,CAD 71.84,E9,85,Mobile Payment,Walk-in,5
7/22/2023,C861,25,Female,Acrylic Nails,CAD 143.74,E13,85,Credit Card,Walk-in,2
2/28/2023,C862,25,Female,Manicure,CAD 63.94,E8,85,Credit Card,Walk-in,5
6/27/2023,C863,21,Male,Manicure,CAD 86.12,E2,39,Mobile Payment,Walk-in,2
10/21/2023,C864,44,Female,Foot Massage,CAD 112.95,E12,52,Cash,Walk-in,4
9/27/2023,C865,23,Female,Gel Nails,CAD 136.60,E7,84,Cash,Walk-in,1
12/31/2023,C866,60,Male,Pedicure,CAD 42.81,E13,103,Credit Card,Pre-booked,2
1/1/2023,C867,37,Male,Pedicure,CAD 55.62,E8,91,Mobile Payment,Pre-booked,3
4/17/2023,C868,37,Female,Pedicure,CAD 85.34,E10,35,Mobile Payment,Pre-booked,4
5/7/2023,C869,54,Female,Manicure,CAD 140.17,E5,117,Mobile Payment,Walk-in,2
6/26/2023,C870,59,Female,Nail Art,CAD 28.34,E1,41,Credit Card,Walk-in,5
9/8/2023,C871,41,Male,Foot Massage,CAD 138.29,E8,76,Cash,Pre-booked,2
3/31/2023,C872,27,Female,Pedicure,CAD 31.71,E11,98,Cash,Pre-booked,1
5/15/2023,C873,50,Female,Pedicure,CAD 48.46,E3,40,Debit Card,Walk-in,2
7/15/2023,C874,31,Male,Pedicure,CAD 140.76,E11,80,Mobile Payment,Walk-in,1
1/5/2023,C875,63,Male,Foot Massage,CAD 28.50,E4,58,Credit Card,Walk-in,2
2/25/2023,C876,26,Male,Pedicure,CAD 83.10,E11,90,Mobile Payment,Pre-booked,1
8/14/2023,C877,45,Female,Nail Art,CAD 141.32,E1,41,Mobile Payment,Pre-booked,4
11/10/2023,C878,27,Female,Gel Nails,CAD 111.94,E4,84,Mobile Payment,Walk-in,2
1/26/2023,C879,58,Female,Pedicure,CAD 48.40,E1,44,Credit Card,Walk-in,3
8/15/2023,C880,64,Female,Manicure,CAD 98.66,E15,93,Cash,Walk-in,5
8/20/2023,C881,56,Male,Manicure,CAD 101.84,E1,59,Debit Card,Pre-booked,4
9/10/2023,C882,20,Male,Manicure,CAD 131.28,E10,33,Credit Card,Pre-booked,1
12/2/2023,C883,20,Male,Gel Nails,CAD 118.51,E11,51,Mobile Payment,Pre-booked,4
2/24/2023,C884,64,Female,Manicure,CAD 52.42,E11,115,Cash,Walk-in,1
5/15/2023,C885,42,Male,Foot Massage,CAD 139.29,E6,77,Debit Card,Walk-in,3
5/24/2023,C886,44,Female,Pedicure,CAD 59.77,E7,53,Debit Card,Pre-booked,2
7/8/2023,C887,35,Male,Manicure,CAD 118.61,E7,74,Mobile Payment,Walk-in,4
11/19/2023,C888,49,Male,Pedicure,CAD 30.55,E14,37,Debit Card,Pre-booked,5
5/17/2023,C889,35,Male,Foot Massage,CAD 71.94,E4,30,Credit Card,Walk-in,1
3/27/2023,C890,60,Male,Pedicure,CAD 64.83,E9,119,Cash,Pre-booked,1
9/29/2023,C891,63,Male,Nail Art,CAD 85.03,E14,95,Cash,Pre-booked,4
5/26/2023,C892,19,Male,Foot Massage,CAD 104.80,E12,40,Cash,Walk-in,3
4/3/2023,C893,49,Female,Manicure,CAD 112.22,E8,53,Credit Card,Walk-in,5
4/28/2023,C894,29,Male,Foot Massage,CAD 121.90,E1,116,Mobile Payment,Walk-in,5
5/14/2023,C895,38,Female,Gel Nails,CAD 38.33,E13,97,Mobile Payment,Walk-in,3
5/20/2023,C896,32,Female,Manicure,CAD 139.88,E15,117,Credit Card,Walk-in,3
7/24/2023,C897,18,Female,Manicure,CAD 95.53,E2,63,Mobile Payment,Pre-booked,4
7/20/2023,C898,34,Male,Acrylic Nails,CAD 148.99,E15,61,Credit Card,Pre-booked,4
9/2/2023,C899,44,Male,Nail Art,CAD 124.08,E6,77,Credit Card,Walk-in,3
11/14/2023,C900,52,Male,Manicure,CAD 124.95,E3,77,Cash,Pre-booked,5
3/3/2023,C901,48,Female,Manicure,CAD 139.24,E13,37,Debit Card,Pre-booked,5
9/23/2023,C902,48,Male,Gel Nails,CAD 45.31,E12,96,Debit Card,Walk-in,2
9/23/2023,C903,52,Male,Manicure,CAD 24.29,E3,86,Mobile Payment,Pre-booked,1
12/15/2023,C904,47,Male,Gel Nails,CAD 111.02,E13,69,Mobile Payment,Pre-booked,1
11/29/2023,C905,30,Female,Manicure,CAD 31.41,E13,67,Debit Card,Walk-in,4
7/23/2023,C906,47,Female,Manicure,CAD 126.78,E12,65,Debit Card,Pre-booked,5
10/13/2023,C907,56,Female,Manicure,CAD 21.91,E3,91,Mobile Payment,Pre-booked,2
12/31/2023,C908,50,Female,Gel Nails,CAD 133.80,E13,88,Debit Card,Pre-booked,1
12/21/2023,C909,31,Male,Gel Nails,CAD 143.02,E4,74,Mobile Payment,Walk-in,2
1/7/2023,C910,28,Male,Nail Art,CAD 146.03,E7,63,Credit Card,Pre-booked,3
2/19/2023,C911,61,Female,Manicure,CAD 70.81,E10,68,Cash,Walk-in,4
4/18/2023,C912,27,Male,Nail Art,CAD 60.05,E3,30,Credit Card,Walk-in,2
12/19/2023,C913,36,Female,Gel Nails,CAD 61.18,E12,60,Cash,Pre-booked,4
3/20/2023,C914,47,Male,Nail Art,CAD 79.37,E5,81,Credit Card,Walk-in,3
10/19/2023,C915,27,Female,Foot Massage,CAD 104.46,E6,89,Debit Card,Walk-in,1
3/23/2023,C916,61,Female,Manicure,CAD 82.56,E10,53,Debit Card,Walk-in,1
3/22/2023,C917,26,Male,Nail Art,CAD 137.54,E4,103,Mobile Payment,Walk-in,3
12/11/2023,C918,20,Female,Nail Art,CAD 53.58,E6,56,Debit Card,Walk-in,3
7/20/2023,C919,49,Female,Gel Nails,CAD 137.96,E2,107,Cash,Pre-booked,5
7/14/2023,C920,48,Male,Pedicure,CAD 53.96,E8,39,Credit Card,Pre-booked,1
10/23/2023,C921,31,Female,Manicure,CAD 59.99,E12,50,Mobile Payment,Pre-booked,2
12/14/2023,C922,46,Female,Pedicure,CAD 69.85,E5,72,Credit Card,Walk-in,4
11/28/2023,C923,30,Male,Foot Massage,CAD 37.79,E11,35,Mobile Payment,Walk-in,5
5/17/2023,C924,20,Female,Acrylic Nails,CAD 107.51,E11,73,Cash,Pre-booked,3
11/12/2023,C925,45,Male,Pedicure,CAD 81.59,E3,120,Debit Card,Pre-booked,4
10/2/2023,C926,38,Female,Manicure,CAD 50.08,E1,91,Cash,Walk-in,1
8/31/2023,C927,53,Female,Foot Massage,CAD 121.06,E5,41,Credit Card,Pre-booked,2
7/8/2023,C928,41,Female,Nail Art,CAD 44.94,E11,54,Debit Card,Pre-booked,1
9/13/2023,C929,33,Male,Acrylic Nails,CAD 137.24,E12,35,Debit Card,Walk-in,5
9/14/2023,C930,21,Female,Acrylic Nails,CAD 75.84,E15,103,Mobile Payment,Pre-booked,1
12/8/2023,C931,45,Female,Pedicure,CAD 137.41,E7,40,Mobile Payment,Walk-in,2
12/23/2023,C932,27,Male,Pedicure,CAD 20.85,E7,99,Cash,Pre-booked,5
1/17/2023,C933,46,Male,Acrylic Nails,CAD 47.81,E13,97,Credit Card,Walk-in,5
5/8/2023,C934,60,Female,Nail Art,CAD 130.02,E3,71,Mobile Payment,Walk-in,1
2/7/2023,C935,46,Male,Acrylic Nails,CAD 37.88,E5,112,Cash,Walk-in,4
3/17/2023,C936,64,Female,Pedicure,CAD 134.75,E2,71,Mobile Payment,Pre-booked,2
7/8/2023,C937,34,Female,Acrylic Nails,CAD 44.77,E7,49,Credit Card,Walk-in,3
10/1/2023,C938,56,Male,Foot Massage,CAD 92.88,E11,55,Mobile Payment,Pre-booked,4
6/20/2023,C939,35,Male,Pedicure,CAD 115.40,E11,68,Mobile Payment,Walk-in,4
4/10/2023,C940,45,Male,Nail Art,CAD 113.27,E8,63,Credit Card,Pre-booked,5
9/12/2023,C941,62,Male,Foot Massage,CAD 86.26,E15,63,Mobile Payment,Walk-in,3
12/19/2023,C942,26,Female,Pedicure,CAD 100.56,E9,43,Mobile Payment,Pre-booked,2
8/25/2023,C943,44,Male,Manicure,CAD 97.44,E8,56,Cash,Walk-in,1
11/18/2023,C944,49,Male,Pedicure,CAD 33.33,E7,105,Cash,Walk-in,2
6/11/2023,C945,25,Female,Gel Nails,CAD 87.86,E11,119,Cash,Pre-booked,4
12/6/2023,C946,32,Male,Acrylic Nails,CAD 64.73,E3,108,Cash,Pre-booked,4
7/24/2023,C947,61,Female,Foot Massage,CAD 77.67,E14,72,Cash,Pre-booked,4
12/11/2023,C948,39,Female,Pedicure,CAD 147.37,E11,83,Debit Card,Walk-in,5
11/20/2023,C949,32,Female,Acrylic Nails,CAD 101.23,E15,113,Debit Card,Walk-in,3
7/4/2023,C950,22,Female,Manicure,CAD 126.71,E14,85,Debit Card,Pre-booked,3
2/7/2023,C951,60,Female,Nail Art,CAD 140.60,E3,97,Debit Card,Pre-booked,4
10/24/2023,C952,33,Male,Gel Nails,CAD 112.98,E7,115,Cash,Pre-booked,3
7/17/2023,C953,23,Male,Manicure,CAD 99.97,E12,112,Debit Card,Walk-in,5
3/8/2023,C954,36,Male,Nail Art,CAD 84.99,E10,55,Credit Card,Walk-in,5
10/8/2023,C955,65,Male,Acrylic Nails,CAD 146.67,E11,118,Credit Card,Walk-in,4
6/9/2023,C956,42,Male,Acrylic Nails,CAD 126.36,E10,56,Cash,Walk-in,1
7/10/2023,C957,58,Male,Gel Nails,CAD 126.28,E13,38,Mobile Payment,Pre-booked,5
7/25/2023,C958,33,Male,Gel Nails,CAD 47.21,E7,38,Mobile Payment,Walk-in,1
10/7/2023,C959,33,Female,Foot Massage,CAD 106.52,E3,118,Cash,Pre-booked,5
11/13/2023,C960,50,Female,Foot Massage,CAD 100.25,E1,72,Debit Card,Pre-booked,4
1/3/2023,C961,39,Male,Manicure,CAD 80.47,E14,105,Cash,Pre-booked,2
11/5/2023,C962,22,Female,Foot Massage,CAD 25.20,E3,100,Mobile Payment,Pre-booked,5
2/9/2023,C963,54,Female,Gel Nails,CAD 140.09,E10,114,Cash,Walk-in,5
12/24/2023,C964,34,Female,Nail Art,CAD 114.64,E13,60,Debit Card,Pre-booked,4
5/12/2023,C965,51,Male,Foot Massage,CAD 104.66,E15,116,Mobile Payment,Pre-booked,2
10/15/2023,C966,48,Female,Nail Art,CAD 37.85,E2,77,Cash,Walk-in,2
2/9/2023,C967,41,Female,Nail Art,CAD 142.12,E11,60,Credit Card,Pre-booked,1
12/24/2023,C968,52,Female,Gel Nails,CAD 121.28,E4,30,Cash,Walk-in,4
1/17/2023,C969,19,Male,Pedicure,CAD 76.57,E6,54,Debit Card,Walk-in,4
12/30/2023,C970,64,Female,Nail Art,CAD 119.87,E2,42,Credit Card,Pre-booked,1
8/1/2023,C971,30,Female,Pedicure,CAD 143.69,E13,91,Mobile Payment,Walk-in,1
10/31/2023,C972,47,Male,Foot Massage,CAD 134.30,E3,102,Mobile Payment,Pre-booked,1
6/25/2023,C973,53,Female,Pedicure,CAD 80.04,E6,88,Mobile Payment,Pre-booked,1
11/20/2023,C974,60,Male,Gel Nails,CAD 141.26,E10,52,Mobile Payment,Walk-in,1
2/22/2023,C975,63,Male,Nail Art,CAD 23.56,E14,53,Credit Card,Walk-in,5
11/30/2023,C976,39,Male,Acrylic Nails,CAD 87.84,E4,39,Mobile Payment,Walk-in,5
5/12/2023,C977,39,Female,Acrylic Nails,CAD 25.60,E15,97,Cash,Pre-booked,5
6/20/2023,C978,19,Female,Manicure,CAD 131.48,E6,61,Debit Card,Walk-in,2
2/20/2023,C979,23,Female,Foot Massage,CAD 106.37,E6,81,Mobile Payment,Pre-booked,3
9/24/2023,C980,30,Male,Manicure,CAD 45.40,E4,58,Credit Card,Pre-booked,4
11/21/2023,C981,51,Female,Acrylic Nails,CAD 124.87,E15,102,Mobile Payment,Pre-booked,2
2/7/2023,C982,31,Female,Acrylic Nails,CAD 124.11,E13,97,Debit Card,Pre-booked,5
1/6/2023,C983,25,Female,Pedicure,CAD 54.67,E6,71,Mobile Payment,Walk-in,1
8/29/2023,C984,65,Female,Pedicure,CAD 60.99,E14,93,Credit Card,Pre-booked,5
7/17/2023,C985,56,Male,Acrylic Nails,CAD 94.52,E11,63,Credit Card,Pre-booked,3
4/22/2023,C986,43,Male,Nail Art,CAD 72.10,E12,62,Cash,Pre-booked,4
2/22/2023,C987,43,Female,Pedicure,CAD 54.91,E11,107,Debit Card,Pre-booked,1
4/26/2023,C988,60,Male,Acrylic Nails,CAD 126.04,E5,117,Credit Card,Pre-booked,3
10/5/2023,C989,52,Female,Acrylic Nails,CAD 101.89,E10,110,Cash,Pre-booked,5
1/31/2023,C990,53,Female,Manicure,CAD 56.96,E9,116,Cash,Pre-booked,5
11/22/2023,C991,33,Female,Nail Art,CAD 140.40,E7,119,Mobile Payment,Pre-booked,1
12/15/2023,C992,23,Male,Manicure,CAD 120.10,E6,38,Cash,Walk-in,1
8/22/2023,C993,27,Female,Pedicure,CAD 116.60,E1,89,Mobile Payment,Pre-booked,5
6/2/2023,C994,18,Male,Acrylic Nails,CAD 37.87,E6,60,Debit Card,Pre-booked,4
10/27/2023,C995,55,Female,Pedicure,CAD 105.07,E10,41,Debit Card,Walk-in,4
9/22/2023,C996,43,Male,Foot Massage,CAD 77.45,E6,75,Mobile Payment,Pre-booked,5
9/19/2023,C997,62,Female,Foot Massage,CAD 24.63,E11,36,Debit Card,Walk-in,3
3/11/2023,C998,18,Male,Foot Massage,CAD 40.00,E10,40,Credit Card,Walk-in,2
9/18/2023,C999,28,Male,Gel Nails,CAD 149.09,E3,88,Cash,Walk-in,1
3/28/2023,C1000,43,Female,Acrylic Nails,CAD 24.13,E5,81,Debit Card,Pre-booked,2
